Plot Title: 12 ,,,,,,,,
#,"Time, GMT-08:00","Temp, °F()","Temp, °C()",Coupler Detached(),Coupler Attached(),Host Connected(),Stopped(),End Of File()
108,8/15/2011 17:31,51.852,11.66222222,,,,,
109,8/15/2011 18:31,51.589,11.88,,,,,
110,8/15/2011 19:31,51.589,11.02888889,,,,,
111,8/15/2011 20:31,51.282,10.88277778,,,,,
112,8/15/2011 21:31,51.809,10.88277778,,,,,
113,8/15/2011 22:31,51.764,10.71222222,,,,,
114,8/15/2011 23:31,51.325,11.005,,,,,
115,8/16/2011 0:31,51.589,10.98,,,,,
116,8/16/2011 1:31,51.678,10.73611111,,,,,
117,8/16/2011 2:31,51.544,10.88277778,,,,,
118,8/16/2011 3:31,51.721,10.93222222,,,,,
119,8/16/2011 4:31,51.282,10.85777778,,,,,
120,8/16/2011 5:31,51.237,10.95611111,,,,,
121,8/16/2011 6:31,51.501,10.71222222,,,,,
122,8/16/2011 7:31,51.94,10.68722222,,,,,
123,8/16/2011 8:31,52.597,10.83388889,,,,,
124,8/16/2011 9:31,53.253,11.07777778,,,,,
125,8/16/2011 10:31,53.865,11.44277778,,,,,
126,8/16/2011 11:31,54.561,11.80722222,,,,,
127,8/16/2011 12:31,54.387,12.14722222,,,,,
128,8/16/2011 13:31,55.256,12.53388889,,,,,
129,8/16/2011 14:31,56.556,12.43722222,,,,,
130,8/16/2011 15:31,57.333,12.92,,,,,
131,8/16/2011 16:31,61.119,13.64222222,,,,,
132,8/16/2011 17:31,44.355,14.07388889,,,,,
133,8/16/2011 18:31,44.355,16.17722222,,,,,
134,8/16/2011 19:31,44.582,6.863888889,,,,,
135,8/16/2011 20:31,44.445,6.863888889,,,,,
136,8/16/2011 21:31,44.4,6.99,,,,,
137,8/16/2011 22:31,44.4,6.913888889,,,,,
138,8/16/2011 23:31,44.4,6.888888889,,,,,
139,8/17/2011 0:31,44.31,6.888888889,,,,,
140,8/17/2011 1:31,44.31,6.888888889,,,,,
141,8/17/2011 2:31,44.31,6.838888889,,,,,
142,8/17/2011 3:31,44.355,6.838888889,,,,,
143,8/17/2011 4:31,44.31,6.838888889,,,,,
144,8/17/2011 5:31,44.355,6.863888889,,,,,
145,8/17/2011 6:31,44.355,6.838888889,,,,,
146,8/17/2011 7:31,44.355,6.863888889,,,,,
147,8/17/2011 8:31,44.355,6.863888889,,,,,
148,8/17/2011 9:31,44.355,6.863888889,,,,,
149,8/17/2011 10:31,44.355,6.863888889,,,,,
150,8/17/2011 11:31,44.355,6.863888889,,,,,
151,8/17/2011 12:31,59.529,6.863888889,,,,,
152,8/17/2011 13:31,60.132,6.863888889,,,,,
153,8/17/2011 14:31,60.433,15.29388889,,,,,
154,8/17/2011 15:31,43.99,15.62888889,,,,,
155,8/17/2011 16:31,43.945,15.79611111,,,,,
156,8/17/2011 17:31,43.99,6.661111111,,,,,
157,8/17/2011 18:31,43.99,6.636111111,,,,,
158,8/17/2011 19:31,43.99,6.661111111,,,,,
159,8/17/2011 20:31,43.99,6.661111111,,,,,
160,8/17/2011 21:31,43.99,6.661111111,,,,,
161,8/17/2011 22:31,43.99,6.661111111,,,,,
162,8/17/2011 23:31,43.99,6.661111111,,,,,
163,8/18/2011 0:31,43.99,6.661111111,,,,,
164,8/18/2011 1:31,43.99,6.661111111,,,,,
165,8/18/2011 2:31,43.99,6.661111111,,,,,
166,8/18/2011 3:31,43.99,6.661111111,,,,,
167,8/18/2011 4:31,43.99,6.661111111,,,,,
168,8/18/2011 5:31,43.99,6.661111111,,,,,
169,8/18/2011 6:31,43.99,6.661111111,,,,,
170,8/18/2011 7:31,43.99,6.661111111,,,,,
171,8/18/2011 8:31,43.945,6.661111111,,,,,
172,8/18/2011 9:31,58.755,6.661111111,,,,,
173,8/18/2011 10:31,59.099,6.636111111,,,,,
174,8/18/2011 11:17,,,,Logged,Logged,,
175,8/18/2011 11:17,,,,,,Logged,Logged
