"Date Time, GMT-08:00"	"Temp, °C (LGR S/N: 10137839, SEN S/N: 10137839)"	"Bad Battery (LGR S/N: 10137839)"	"Coupler Detached (LGR S/N: 10137839)"	"Good Battery (LGR S/N: 10137839)"	"Coupler Attached (LGR S/N: 10137839)"	"Host Connected (LGR S/N: 10137839)"	"Stopped (LGR S/N: 10137839)"	"End Of File (LGR S/N: 10137839)"
10/09/16 07:33:19 PM	6.509							
10/09/16 08:33:19 PM	6.484							
10/09/16 09:33:19 PM	6.484							
10/09/16 10:33:19 PM	6.484							
10/09/16 11:33:19 PM	6.484							
10/10/16 12:33:19 AM	6.509							
10/10/16 01:33:19 AM	6.509							
10/10/16 02:33:19 AM	6.509							
10/10/16 03:33:19 AM	6.484							
10/10/16 04:33:19 AM	6.484							
10/10/16 05:33:19 AM	6.484							
10/10/16 06:33:19 AM	6.509							
10/10/16 07:33:19 AM	6.509							
10/10/16 08:33:19 AM	6.509							
10/10/16 09:33:19 AM	6.509							
10/10/16 10:33:19 AM	6.509							
10/10/16 11:33:19 AM	12.944							
10/10/16 12:33:19 PM	12.920							
10/10/16 01:33:19 PM	6.382							
10/10/16 02:33:19 PM	6.306							
10/10/16 03:33:19 PM	6.382							
10/10/16 04:33:19 PM	6.331							
10/10/16 05:33:19 PM	6.331							
10/10/16 06:33:19 PM	6.433							
10/10/16 07:33:19 PM	6.281							
10/10/16 08:33:19 PM	6.408							
10/10/16 09:33:19 PM	6.458							
10/10/16 10:33:19 PM	6.509							
10/10/16 11:33:19 PM	6.611							
10/11/16 12:33:19 AM	6.535							
10/11/16 01:33:19 AM	6.306							
10/11/16 02:33:19 AM	6.204							
10/11/16 03:33:19 AM	6.331							
10/11/16 04:33:19 AM	6.331							
10/11/16 05:33:19 AM	6.408							
10/11/16 06:33:19 AM	6.484							
10/11/16 07:33:19 AM	1.832							
10/11/16 08:26:14 AM					Logged	Logged		
10/11/16 08:26:20 AM							Logged	Logged
