"Species","Sex","Carapace_Width","Shell_Condition","PCR_Result","Year","Latitude","Longitude","Depth","Bottom_Temp","Julian_Day","Location"
"Chionoecetes opilio",2,49,2,0,2014,61.68069,-175.78652,96,0,205,"NS"
"Chionoecetes opilio",2,57,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",1,64,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",2,49,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",1,47,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",2,54,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",1,65,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",2,49,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",1,63,3,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",1,64,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",2,52,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",1,50,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",1,50,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",2,51,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",1,53,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",1,48,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",2,49,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",1,54,2,0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",1,48,2,1,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",1,53,2,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",1,77,3,1,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",1,63,2,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",1,76,3,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",1,72,2,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",1,66,2,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",1,58,2,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",1,50,3,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",1,58,2,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",2,54,3,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",1,73,2,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",1,74,2,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",2,55,2,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",2,52,2,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",2,39,4,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",2,43,3,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",2,57,2,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",1,70,2,0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",1,77,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,70,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,72,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,66,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,95,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,66,2,1,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,67,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,69,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,83,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,61,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,67,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,63,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,80,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,67,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,62,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,63,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,65,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,66,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,67,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",1,74,2,0,2014,61.34613,-176.93344,116,1.2,206,"NS"
"Chionoecetes opilio",2,45,2,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,31,2,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,38,2,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,22,2,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",1,83,3,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",1,26,2,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",1,78,3,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,23,2,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",1,54,3,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",1,57,3,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",1,76,3,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",1,43,2,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,19,2,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,22,2,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",1,21,2,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,21,2,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,23,2,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",1,25,2,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,23,2,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",1,57,3,0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",1,66,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,79,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,85,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,63,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,66,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,72,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,86,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,61,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,66,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,87,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,79,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,60,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,68,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,67,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,70,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,56,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,70,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",2,21,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",1,75,2,0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",2,57,3,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",1,45,2,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",1,65,3,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",1,55,3,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",1,66,3,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,45,2,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",1,51,2,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,48,2,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",1,48,2,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",1,60,3,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",1,44,2,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,54,3,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,47,2,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",1,61,3,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",1,41,2,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,52,3,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,52,2,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,47,2,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,49,3,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,52,3,0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",1,75,3,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,73,4,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,81,4,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,81,2,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,79,2,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,75,3,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,76,4,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,80,3,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,86,2,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,72,3,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,75,3,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,81,3,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,84,3,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,72,3,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,75,2,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,76,3,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,82,2,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,83,2,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,80,3,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,79,2,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
"Chionoecetes opilio",1,89,4,0,2014,57.49844,-169.9451,69,2.7,190,"PI"
