"Species","Sex","Carapace_Width","Shell_Condition","Clutch_Fullness","PCR_Result","Year","Latitude","Longitude","Depth","Bottom_Temp","Julian_Day","Location"
"Chionoecetes bairdi",2,34,2,"0",0,2014,56.66425,-170.73395,114,4.1,190,"PI"
"Chionoecetes bairdi",2,42,2,"0",1,2014,56.66425,-170.73395,114,4.1,190,"PI"
"Chionoecetes bairdi",2,32,2,"0",0,2014,56.66425,-170.73395,114,4.1,190,"PI"
"Chionoecetes bairdi",2,46,3,"0",0,2014,56.66425,-170.73395,114,4.1,190,"PI"
"Chionoecetes bairdi",2,53,3,"0",0,2014,56.66425,-170.73395,114,4.1,190,"PI"
"Chionoecetes opilio",2,53,2,"1",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,51,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,49,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,54,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,53,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,57,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,56,2,"1",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,56,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,46,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,48,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,55,2,"1",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,55,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,50,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,53,2,"1",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,55,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,55,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,57,2,"1",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,57,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,58,2,"1",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,51,2,"1",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,55,2,"1",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,55,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,67,2,"1",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,58,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,60,2,"1",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,56,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,55,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,52,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,55,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,44,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,51,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,55,2,"1",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,55,2,"0",0,2014,57.66988,-170.27477,73,2.8,191,"PI"
"Chionoecetes opilio",2,57,2,"1",0,2014,57.84801,-170.59999,79,3.3,191,"PI"
"Chionoecetes opilio",2,59,2,"1",0,2014,57.84801,-170.59999,79,3.3,191,"PI"
"Chionoecetes opilio",2,75,2,"1",0,2014,57.84801,-170.59999,79,3.3,191,"PI"
"Chionoecetes opilio",2,67,2,"0",0,2014,57.67303,-170.89892,86,3.4,192,"PI"
"Chionoecetes opilio",2,74,3,"1",0,2014,57.67303,-170.89892,86,3.4,192,"PI"
"Chionoecetes opilio",2,41,2,"0",1,2014,57.67303,-170.89892,86,3.4,192,"PI"
"Chionoecetes opilio",2,68,2,"0",0,2014,57.67303,-170.89892,86,3.4,192,"PI"
"Chionoecetes opilio",2,64,2,"1",0,2014,57.67303,-170.89892,86,3.4,192,"PI"
"Chionoecetes opilio",2,72,3,"1",0,2014,57.67303,-170.89892,86,3.4,192,"PI"
"Chionoecetes opilio",2,50,2,"0",0,2014,57.67303,-170.89892,86,3.4,192,"PI"
"Chionoecetes opilio",2,68,3,"1",0,2014,57.67303,-170.89892,86,3.4,192,"PI"
"Chionoecetes opilio",2,40,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,40,3,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,43,3,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,52,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,43,3,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,54,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,52,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,40,3,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,45,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,55,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,50,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,50,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,59,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,45,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,53,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,56,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,42,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,55,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,59,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,48,2,"1",0,2014,62.00034,-174.46578,74,-1.5,204,"NS"
"Chionoecetes opilio",2,43,3,"1",0,2014,61.65626,-175.08224,85,-1.2,205,"NS"
"Chionoecetes opilio",2,44,3,"1",0,2014,61.65626,-175.08224,85,-1.2,205,"NS"
"Chionoecetes opilio",2,46,2,"1",0,2014,61.65626,-175.08224,85,-1.2,205,"NS"
"Chionoecetes opilio",2,45,2,"0",0,2014,61.65626,-175.08224,85,-1.2,205,"NS"
"Chionoecetes opilio",2,50,2,"1",0,2014,61.65626,-175.08224,85,-1.2,205,"NS"
"Chionoecetes opilio",2,40,3,"1",0,2014,61.65626,-175.08224,85,-1.2,205,"NS"
"Chionoecetes opilio",2,47,2,"0",0,2014,61.65626,-175.08224,85,-1.2,205,"NS"
"Chionoecetes opilio",2,48,2,"0",0,2014,61.65626,-175.08224,85,-1.2,205,"NS"
"Chionoecetes opilio",2,57,2,"1",0,2014,61.65626,-175.08224,85,-1.2,205,"NS"
"Chionoecetes opilio",2,40,3,"1",0,2014,61.98899,-175.14447,80,-1.6,205,"NS"
"Chionoecetes opilio",2,55,2,"1",0,2014,61.98899,-175.14447,80,-1.6,205,"NS"
"Chionoecetes opilio",2,51,2,"0",0,2014,61.98899,-175.14447,80,-1.6,205,"NS"
"Chionoecetes opilio",2,49,2,"0",0,2014,61.98899,-175.14447,80,-1.6,205,"NS"
"Chionoecetes opilio",2,55,2,"1",0,2014,61.98899,-175.14447,80,-1.6,205,"NS"
"Chionoecetes opilio",2,51,2,"0",0,2014,61.98899,-175.14447,80,-1.6,205,"NS"
"Chionoecetes opilio",2,50,2,"0",0,2014,61.98899,-175.14447,80,-1.6,205,"NS"
"Chionoecetes opilio",2,51,3,"1",0,2014,61.98899,-175.14447,80,-1.6,205,"NS"
"Chionoecetes opilio",2,46,2,"0",0,2014,61.98899,-175.14447,80,-1.6,205,"NS"
"Chionoecetes opilio",2,48,2,"1",0,2014,61.98899,-175.14447,80,-1.6,205,"NS"
"Chionoecetes opilio",2,47,2,"0",0,2014,62.00545,-175.81741,92,-0.7,205,"NS"
"Chionoecetes opilio",2,42,2,"0",0,2014,62.00545,-175.81741,92,-0.7,205,"NS"
"Chionoecetes opilio",2,43,3,"1",0,2014,62.00545,-175.81741,92,-0.7,205,"NS"
"Chionoecetes opilio",2,49,2,"1",0,2014,62.00545,-175.81741,92,-0.7,205,"NS"
"Chionoecetes opilio",2,41,3,"1",0,2014,62.00545,-175.81741,92,-0.7,205,"NS"
"Chionoecetes opilio",2,53,2,"1",0,2014,62.00545,-175.81741,92,-0.7,205,"NS"
"Chionoecetes opilio",2,51,3,"1",0,2014,62.00545,-175.81741,92,-0.7,205,"NS"
"Chionoecetes opilio",2,52,3,"1",0,2014,62.00545,-175.81741,92,-0.7,205,"NS"
"Chionoecetes opilio",2,51,2,"1",0,2014,62.00545,-175.81741,92,-0.7,205,"NS"
"Chionoecetes opilio",2,50,3,"1",0,2014,62.00545,-175.81741,92,-0.7,205,"NS"
"Chionoecetes opilio",2,48,2,"0",0,2014,61.68069,-175.78652,96,0,205,"NS"
"Chionoecetes opilio",2,47,2,"0",0,2014,61.68069,-175.78652,96,0,205,"NS"
"Chionoecetes opilio",2,48,2,"0",0,2014,61.68069,-175.78652,96,0,205,"NS"
"Chionoecetes opilio",2,47,2,"0",1,2014,61.68069,-175.78652,96,0,205,"NS"
"Chionoecetes opilio",2,44,2,"0",0,2014,61.68069,-175.78652,96,0,205,"NS"
"Chionoecetes opilio",2,55,2,"0",0,2014,61.68069,-175.78652,96,0,205,"NS"
"Chionoecetes opilio",2,49,2,"0",0,2014,61.68069,-175.78652,96,0,205,"NS"
"Chionoecetes opilio",2,57,2,"1",0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",2,49,2,"1",0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",2,54,2,"1",0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",2,49,2,"0",0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",2,52,2,"0",0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",2,51,2,"0",0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",2,49,2,"0",0,2014,61.67577,-176.4672,105,0.5,206,"NS"
"Chionoecetes opilio",2,54,3,"1",0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",2,55,2,"1",0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",2,52,2,"0",0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",2,39,4,"1",0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",2,43,3,"1",0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes opilio",2,57,2,"1",0,2014,61.34009,-176.28168,106,0.8,206,"NS"
"Chionoecetes bairdi",2,47,2,"0",0,2014,58.67582,-174.28002,158,3.8,214,"SS"
"Chionoecetes bairdi",2,43,2,"0",1,2014,58.67582,-174.28002,158,3.8,214,"SS"
"Chionoecetes bairdi",2,35,2,"0",1,2014,58.67582,-174.28002,158,3.8,214,"SS"
"Chionoecetes bairdi",2,44,2,"0",0,2014,58.67582,-174.28002,158,3.8,214,"SS"
"Chionoecetes bairdi",2,46,2,"0",0,2014,58.67582,-174.28002,158,3.8,214,"SS"
"Chionoecetes bairdi",2,61,2,"1",0,2014,58.67582,-174.28002,158,3.8,214,"SS"
"Chionoecetes bairdi",2,46,2,"0",0,2014,58.67582,-174.28002,158,3.8,214,"SS"
"Chionoecetes bairdi",2,44,2,"0",1,2014,58.67582,-174.28002,158,3.8,214,"SS"
"Chionoecetes bairdi",2,41,2,"0",1,2014,58.67582,-174.28002,158,3.8,214,"SS"
"Chionoecetes bairdi",2,42,2,"0",0,2014,58.67582,-174.28002,158,3.8,214,"SS"
"Chionoecetes bairdi",2,44,2,"0",0,2014,58.67582,-174.28002,158,3.8,214,"SS"
"Chionoecetes bairdi",2,50,2,"0",0,2014,58.67582,-174.28002,158,3.8,214,"SS"
"Chionoecetes bairdi",2,47,2,"0",0,2014,55.99561,-163.41067,87,3.9,164,"BB"
"Chionoecetes bairdi",2,47,2,"0",0,2014,55.99561,-163.41067,87,3.9,164,"BB"
"Chionoecetes bairdi",2,79,3,"1",0,2014,55.99561,-163.41067,87,3.9,164,"BB"
"Chionoecetes bairdi",2,61,2,"0",0,2014,55.99561,-163.41067,87,3.9,164,"BB"
"Chionoecetes bairdi",2,74,4,"1",0,2014,55.99561,-163.41067,87,3.9,164,"BB"
"Chionoecetes bairdi",2,76,3,"1",0,2014,55.99561,-163.41067,87,3.9,164,"BB"
"Chionoecetes bairdi",2,79,4,"1",0,2014,55.99561,-163.41067,87,3.9,164,"BB"
"Chionoecetes bairdi",2,81,3,"1",0,2014,55.99561,-163.41067,87,3.9,164,"BB"
"Chionoecetes bairdi",2,46,2,"0",0,2014,55.99561,-163.41067,87,3.9,164,"BB"
"Chionoecetes bairdi",2,46,2,"0",0,2014,55.99561,-163.41067,87,3.9,164,"BB"
"Chionoecetes bairdi",2,80,2,"0",0,2014,56.31244,-163.4249,85,3.6,164,"BB"
"Chionoecetes bairdi",2,80,2,"0",0,2014,56.31244,-163.4249,85,3.6,164,"BB"
"Chionoecetes bairdi",2,58,2,"0",0,2014,56.31244,-163.4249,85,3.6,164,"BB"
"Chionoecetes bairdi",2,79,2,"1",0,2014,56.31244,-163.4249,85,3.6,164,"BB"
"Chionoecetes bairdi",2,69,2,"0",0,2014,56.31244,-163.4249,85,3.6,164,"BB"
"Chionoecetes bairdi",2,80,3,"1",0,2014,56.31244,-163.4249,85,3.6,164,"BB"
"Chionoecetes opilio",2,45,2,"0",0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,31,2,"0",0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,38,2,"0",0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,22,2,"0",0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,23,2,"0",0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,19,2,"0",0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,22,2,"0",0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,21,2,"0",0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,23,2,"0",0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,23,2,"0",0,2014,60.33332,-169.99464,52,-0.3,182,"SMI"
"Chionoecetes opilio",2,21,2,"0",0,2014,60.34406,-170.67145,62,-0.4,183,"SMI"
"Chionoecetes opilio",2,57,3,"1",0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,45,2,"0",0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,48,2,"0",0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,54,3,"1",0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,47,2,"1",0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,52,3,"0",0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,52,2,"1",0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,47,2,"0",0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,49,3,"1",0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,52,3,"1",0,2014,57.83264,-170.01053,72,1.7,185,"PI"
"Chionoecetes opilio",2,47,2,"0",0,2014,60.32028,-171.32978,66,-0.6,192,"SMI"
"Chionoecetes opilio",2,45,2,"0",0,2014,60.32028,-171.32978,66,-0.6,192,"SMI"
"Chionoecetes opilio",2,50,2,"0",0,2014,60.32028,-171.32978,66,-0.6,192,"SMI"
"Chionoecetes opilio",2,48,2,"0",0,2014,60.32028,-171.32978,66,-0.6,192,"SMI"
"Chionoecetes opilio",2,48,2,"1",0,2014,60.32028,-171.32978,66,-0.6,192,"SMI"
"Chionoecetes opilio",2,48,2,"0",0,2014,60.32028,-171.32978,66,-0.6,192,"SMI"
"Chionoecetes opilio",2,49,2,"0",0,2014,60.32028,-171.32978,66,-0.6,192,"SMI"
"Chionoecetes opilio",2,50,2,"0",0,2014,60.32028,-171.32978,66,-0.6,192,"SMI"
"Chionoecetes opilio",2,42,2,"1",0,2014,60.32028,-171.32978,66,-0.6,192,"SMI"
"Chionoecetes opilio",2,44,2,"0",0,2014,60.32028,-171.32978,66,-0.6,192,"SMI"
"Chionoecetes opilio",2,50,2,"0",0,2014,60.33289,-172.03488,59,-0.5,192,"SMI"
"Chionoecetes opilio",2,46,2,"0",0,2014,60.33289,-172.03488,59,-0.5,192,"SMI"
"Chionoecetes opilio",2,47,2,"0",0,2014,60.33289,-172.03488,59,-0.5,192,"SMI"
"Chionoecetes bairdi",2,24,2,"0",0,2014,57.01143,-171.38434,108,3.8,194,"PI"
"Chionoecetes bairdi",2,22,2,"0",0,2014,57.01143,-171.38434,108,3.8,194,"PI"
"Chionoecetes bairdi",2,79,3,"1",0,2014,57.01143,-171.38434,108,3.8,194,"PI"
"Chionoecetes bairdi",2,84,4,"1",0,2014,57.01143,-171.38434,108,3.8,194,"PI"
"Chionoecetes opilio",2,57,2,"0",1,2014,59.82083,-172.28035,76,0.1,202,"SMI"
"Chionoecetes opilio",2,52,2,"0",1,2014,59.82083,-172.28035,76,0.1,202,"SMI"
"Chionoecetes opilio",2,51,2,"0",1,2014,59.82083,-172.28035,76,0.1,202,"SMI"
"Chionoecetes opilio",2,59,2,"1",0,2014,59.82083,-172.28035,76,0.1,202,"SMI"
"Chionoecetes opilio",2,54,2,"1",0,2014,59.82083,-172.28035,76,0.1,202,"SMI"
"Chionoecetes opilio",2,57,2,"1",0,2014,59.82083,-172.28035,76,0.1,202,"SMI"
"Chionoecetes opilio",2,53,2,"0",0,2014,59.82083,-172.28035,76,0.1,202,"SMI"
"Chionoecetes opilio",2,60,2,"0",0,2014,59.82083,-172.28035,76,0.1,202,"SMI"
"Chionoecetes opilio",2,56,2,"1",1,2014,59.82083,-172.28035,76,0.1,202,"SMI"
"Chionoecetes opilio",2,52,2,"0",0,2014,59.82083,-172.28035,76,0.1,202,"SMI"
"Chionoecetes opilio",2,51,2,"1",0,2014,59.82083,-172.28035,76,0.1,202,"SMI"
"Chionoecetes opilio",2,47,2,"0",0,2014,60.64079,-171.40849,64,-1.1,204,"SMI"
"Chionoecetes opilio",2,50,2,"0",0,2014,60.64079,-171.40849,64,-1.1,204,"SMI"
"Chionoecetes opilio",2,50,2,"0",0,2014,60.64079,-171.40849,64,-1.1,204,"SMI"
"Chionoecetes opilio",2,50,2,"0",0,2014,60.64079,-171.40849,64,-1.1,204,"SMI"
"Chionoecetes opilio",2,45,2,"0",0,2014,60.64079,-171.40849,64,-1.1,204,"SMI"
"Chionoecetes opilio",2,47,2,"0",0,2014,60.64079,-171.40849,64,-1.1,204,"SMI"
"Chionoecetes opilio",2,47,2,"0",0,2014,60.64079,-171.40849,64,-1.1,204,"SMI"
"Chionoecetes bairdi",2,26,2,"0",0,2014,58.99275,-177.00202,136,3.1,209,"SS"
"Chionoecetes bairdi",2,30,2,"0",0,2014,58.99275,-177.00202,136,3.1,209,"SS"
"Chionoecetes bairdi",2,32,2,"0",1,2014,58.99275,-177.00202,136,3.1,209,"SS"
"Chionoecetes bairdi",2,79,4,"1",0,2014,56.99241,-168.98227,80,3.2,187,"PI"
"Chionoecetes bairdi",2,80,4,"1",0,2014,56.99241,-168.98227,80,3.2,187,"PI"
"Chionoecetes bairdi",2,76,4,"1",0,2014,56.99241,-168.98227,80,3.2,187,"PI"
"Chionoecetes bairdi",2,69,3,"1",0,2014,56.99241,-168.98227,80,3.2,187,"PI"
"Chionoecetes bairdi",2,73,3,"1",0,2014,56.99241,-168.98227,80,3.2,187,"PI"
"Chionoecetes bairdi",2,76,3,"1",0,2014,56.99241,-168.98227,80,3.2,187,"PI"
"Chionoecetes bairdi",2,81,3,"1",0,2014,56.99241,-168.98227,80,3.2,187,"PI"
"Chionoecetes bairdi",2,71,3,"1",0,2014,56.99241,-168.98227,80,3.2,187,"PI"
"Chionoecetes bairdi",2,80,4,"1",0,2014,56.99241,-168.98227,80,3.2,187,"PI"
"Chionoecetes opilio",2,42,2,"0",0,2014,59.97966,-172.53992,67,0.2,201,"SMI"
"Chionoecetes opilio",2,49,2,"1",0,2014,60.67184,-172.14121,62,0.2,203,"SMI"
"Chionoecetes opilio",2,44,2,"1",0,2014,60.67184,-172.14121,62,0.2,203,"SMI"
"Chionoecetes opilio",2,48,2,"1",0,2014,60.67184,-172.14121,62,0.2,203,"SMI"
"Chionoecetes opilio",2,43,2,"1",0,2014,60.67184,-172.14121,62,0.2,203,"SMI"
"Chionoecetes opilio",2,50,2,"0",0,2014,60.67184,-172.14121,62,0.2,203,"SMI"
"Chionoecetes opilio",2,47,2,"1",0,2014,60.67184,-172.14121,62,0.2,203,"SMI"
"Chionoecetes opilio",2,45,2,"1",0,2014,60.67184,-172.14121,62,0.2,203,"SMI"
"Chionoecetes opilio",2,41,2,"0",0,2014,60.96967,-171.50223,60,-1.1,204,"SMI"
"Chionoecetes opilio",2,49,2,"0",0,2014,60.96967,-171.50223,60,-1.1,204,"SMI"
"Chionoecetes opilio",2,46,2,"0",1,2014,60.96967,-171.50223,60,-1.1,204,"SMI"
